-,AC Type,AC Type.1,Aboard,Date,Fatalities,Flight #,Ground,Location,Operator,Registration,Route,Summary,Time,Year,cn / ln,Operator Country,rule_based_category,processed_summary,x,y,kmeans_cluster,hybrid_category,kmeans_cluster_interpretation,category_id
ACCIDENT DETAILS,Douglas C-47A,Douglas C-47AVT-AZX,3   (passengers:0  crew:3),"August 30, 1955",2   (passengers:0  crew:2),?,0,"Simra, Nepal",Kalinga Airlines,VT-AZX,?,"The cargo plane lifted off too early, stalled and crashed. The pilot tried to avoid a person on the runway.",?,1955,13285,India,Pilot error,cargo lifted stalled avoid person,0.11415752621598403,-0.03247468247776331,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3XY-ACQ,12   (passengers:9  crew:3),"September 02, 1955",12   (passengers:9  crew:3),?,0,"Lanywa, Burma (Myanmar)",Union of Burma Airways,XY-ACQ,Meiktila - Lanywa,Flew into Mount Popa located about 45 km east of Lanywa.,?,1955,12579,Myanmar,Unclear cause,flew mount popa located east lanywa,0.06525922750988572,0.05431780357339716,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3N74663,33   (passengers:30  crew:3),"September 08, 1955",2   (passengers:0  crew:2),24,1,"Burbank, California",Currey Air Transport,N74663,Burbank - Oakland,"The plane returned after failure of the No. 2 engine, stalled and crashed 200 yards short of the runway  into parked aircraft and a hanger.  The captain's commitment to a landing without radio or visual confirmation of his runway alignment following engine failure immediately after takeoff.",0757,1955,6257,United States of America,Mechanical failure,returned failure engine stalled yard parked hanger captain commitment landing without radio visual confirmation alignment following engine failure immediately takeoff,0.29278644226128187,-0.30578839009889514,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Latecoere 631 (flying boat),Latecoere 631 (flying boat)F-BDRE,16   (passengers:8  crew:8),"September 10, 1955",16   (passengers:8  crew:8),?,0,"Near Banyo, Cameroon",Societe France Hydro,F-BDRE,Lac Lérè - Douala,Crashed into the Cameroon mountains after the wing separated due to severe turbulence.,?,1955,8,France,Weather-related,cameroon mountain wing separated severe turbulence,0.1686983323764677,0.15014011420600226,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Bristol 170 Freighter 31,Bristol 170 Freighter 31CF-GBT,6   (passengers:4  crew:2),"September 17, 1955",2   (passengers:1  crew:1),?,0,"Near Thorhild, Alberta, Canada",Pacific Western Airlines,CF-GBT,Edmonton - Yellowknife,"For reasons undetermined, the right engine failed and as a result of being overloaded, the aircraft did not maintain altitude on one engine and struck the ground with the right wingtip. A possible contributing factor was the failure of the co-pilot's vacuum-driven gyro instruments, without his knowledge.",0050,1955,12831,Canada,Mechanical failure,reason undetermined engine failed overloaded altitude engine struck ground wingtip failure vacuum driven gyro instrument without knowledge,0.3406982250083476,-0.2305413157946722,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Canadair C-4 Argonaut,Canadair C-4 ArgonautG-ALHL,47   (passengers:40  crew:7),"September 22, 1955",15   (passengers:13  crew:2),?,0,"Idris, Libya",British Overseas Airways,G-ALHL,Rome - Tripoli,"Crash landed in a sandstorm on the fourth landing attempt.  The plane came in too low, struck a line of trees and crashed 1,200 yards short of the runway.  Pilot error.  In an error in judgement, the captain who allowed his desire to keep the runway lights in view failed to make adequate reference to his flight instruments.",0023,1955,158,United Kingdom,Pilot error,crash landed sandstorm fourth landing attempt low struck line tree yard error error judgement captain desire keep light view failed make adequate reference instrument,0.22514014427067214,-0.024270842143013224,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Douglas C-54A,Douglas C-54AN90433,5   (passengers:0  crew:5),"September 24, 1955",3   (passengers:0  crew:3),?,0,"Pacific Ocean (1,000 miles west of Honolulu, HI)",Flying Tiger Line,N90433,Wake Island - Honolulu,The cargo plane lost 3 engines and ditched into the Pacific Ocean. The loss of power in three engines due to incorrect fuel system management and faulty restarting methods which resulted in the ditching of the aircraft.,2048,1955,10410,United States of America,Control loss,cargo lost engine ditched pacific ocean loss power engine incorrect fuel system management faulty restarting method ditching,0.24592710354951727,-0.22618010240086694,2,Control loss,Control loss,2
ACCIDENT DETAILS,Avro 685 York C-1,Avro 685 York C-1CF-HMV,2   (passengers:0  crew:2),"September 29, 1955",1   (passengers:0  crew:1),?,0,"Yellowknife, Northwest Territory, Canada",Associated Airways,CF-HMV,Shepard Bay -Yellowknife,The cargo plane ditched into the Thoa river. The pilot radioed he was going down and was ditching into a lake. Fuel exhaustion.,1310,1955,?,Canada,Fuel-related,cargo ditched thoa river radioed ditching lake fuel exhaustion,0.09959846246939558,-0.04549580709568678,4,Fuel-related,Fuel-related,4
ACCIDENT DETAILS,Douglas C54A,Douglas C54AOB-PAZ-228,35   (passengers:31  crew:4),"October 02, 1955",19   (passengers:15  crew:4),?,0,"Pico Oiriruma-Vinac, Peru",Faucett,OB-PAZ-228,Lima - Cuzco,Crashed in adjacent mountains while attempting an emergency landing following an engine fire.,?,1955,10277,Peru,Pilot error,adjacent mountain emergency landing following engine fire,0.3102545860649361,-0.09939354163566805,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Douglas DC-4,Douglas DC-4N30062,66   (passengers:63  crew:3),"October 06, 1955",66   (passengers:63  crew:3),409,0,"Near Centennial, Wyoming",United Air Lines,N30062,Denver - Salt Lake City - San Francisco,"The aircraft crashed into cloud covered Medicine Bow Peak while en route. The plane failed to clear the 12,013 ft. peak by 75 feet. The pilot deviated from course for reasons unknown.  Possible incapacitation of crew by carbon monoxide emanating from a faulty cabin heater, though never proven.",0726,1955,18389,United States of America,Weather-related,cloud covered medicine bow peak failed clear peak foot deviated course reason unknown incapacitation carbon monoxide emanating faulty cabin heater though proven,0.09566287641888511,0.008690009817328441,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Convair CV-340-58,Convair CV-340-58YU-ADC,29   (passengers:25  crew:4),"October 10, 1955",7   (passengers:6  crew:1),?,0,"Near Vienna, Austria",JAT Yugoslav Airlines,YU-ADC,Beograd - Wien,Crashed into Kahlenberg Hill while on approach to Wien.  The aircraft flew for a longer time on the outbound track and descended below the prescribed minimum altitutde. Pilot error.,1540,1955,178,Serbria,Pilot error,kahlenberg hill wien flew longer outbound track descended prescribed altitutde error,0.10976235408285644,0.07121128505923666,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Douglas DC-6B,Douglas DC-6BN37559,44   (passengers:39  crew:5),"November 01, 1955",44   (passengers:39  crew:5),629,0,"Longmont, Colorado",United Air Lines,N37559,Denver - Portland,"The aircraft crashed 11 minutes after taking off from Denver Stapleton Airport, 8 miles east of Longmont.  Detonation of a dynamite bomb in the No. 4 cargo hold, placed by John (Jack) Gilbert Graham in his mother's luggage in order to collect $37,500 in insurance.  A delayed flight caused the bomb to detonate over flat land rather than the mountains as planned.  Graham never showed any remorse for his actions and refused to file any appeals. He was executed for the crime on 1/11/56.",1903,1955,43538,United States of America,Shot down/Military action,minute denver stapleton mile east longmont detonation dynamite bomb cargo hold placed jack gilbert graham mother luggage order collect insurance delayed bomb detonate flat land rather mountain planned graham remorse action refused file appeal executed crime,0.13554866781390426,0.07183957210924156,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Douglas MC-54M,Douglas MC-54M44-9068,14   (passengers:10  crew:4),"November 17, 1955",14   (passengers:10  crew:4),?,0,"Near Las Vegas, Nevada",Military - U.S. Air Force,44-9068,Burbank - Groom Dry Lake,Crashed into the  peak of Mount Charleston 30 miles WNW of Las Vegas during a storm.,?,1955,27294,,Weather-related,peak mount charleston mile wnw la vega storm,0.05726384773442261,0.019720845099765176,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Douglas C-54,Douglas C-54N88852,74   (passengers:70  crew:4),"November 17, 1955",28   (passengers:27  crew:1),17K,0,"Seattle, Washingon",Peninsular,N88852,Seattle - Newark,Crashed on takeoff. In-flight prop failure.  Maintenance error.  The excessively high drag resulting from the improperly indexed propeller blades and inability to feather.,2359,1955,3123,United States of America,Mechanical failure,takeoff prop failure maintenance error excessively high drag improperly indexed propeller blade inability feather,0.1277953428680415,-0.09315448998644539,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Douglas C124-DL Globemaster II,Douglas C124-DL Globemaster II51-0149,11   (passengers:2  crew:9),"November 20, 1955",10   (passengers:2  crew:8),?,0,"Iwo Jima, Japan",Military - US Air Force,51-0149,Iwo Jima AFB - Tachikawa AFB,The military transport crashed seconds after taking off from Central Airport in Iwo Jima. Malfunction of the number one engine propeller that went into reverse after an electrical short-circuit occurred.,1859,1955,43483,,Mechanical failure,military transport second central iwo jima malfunction number engine propeller reverse electrical circuit occurred,0.091127451383401,-0.0985697017031624,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Boeing RB-52B,Boeing RB-52B52-8716,10   (passengers:0  crew:10),"November 30, 1955",10   (passengers:0  crew:10),?,0,"Near Ballico, California",Military - U.S. Air Force,52-8716,?,The aircraft crashed into a wooded area in 5 degree nose-down attitude.  Abnormal nose-down trim condition which could not be corrected due to an unknown malfunction.,2200,1955,?,,Mechanical failure,wooded degree nose attitude abnormal nose trim condition corrected unknown malfunction,0.08535768549286121,0.0031750130112878036,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3PP-CCC,6   (passengers:4  crew:2),"December 01, 1955",6   (passengers:4  crew:2),?,0,"Belem, Brazil",Cruzeiro,PP-CCC,Belem - Barreiras,"Shortly after taking off, the No.1 engine lost power. The crew shut off the hydraulic pump which caused the landing gear to stop retracting halfway. The resulting drag, caused the aircraft to lose altitude. The left wing struck a tree and the plane crashed and burned. Failure of the front bearing of the propeller shaft leading to disconnection of the reduction gear and left propeller and causing a sudden failure of the left engine.",0657,1955,15845/32593,Brazil,Mechanical failure,engine lost power shut hydraulic pump landing gear stop retracting halfway drag lose altitude wing struck tree burned failure bearing propeller shaft leading disconnection reduction gear propeller sudden failure engine,0.2804233955457771,-0.21838378641187903,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Li-2,Li-2CCCP-L4993,21   (passengers:16  crew:5),"December 09, 1955",21   (passengers:16  crew:5),976,0,"Khabarovsk Territory, Russia",Aeroflot,CCCP-L4993,Yuzhno-Sakhalinsk - Khabarovsk,Flew into a mountain wave in the Sikhote-Alin Mountain Range while en route.,1207,1955,23443306,Kazakhstan,Terrain collision,flew mountain wave sikhote alin mountain range,0.2019272881369243,0.3527175566400414,9,Terrain collision,Terrain collision,9
ACCIDENT DETAILS,Curtiss C-46A,Curtiss C-46AN9904F,2   (passengers:0  crew:2),"December 17, 1955",2   (passengers:0  crew:2),?,0,"Hollywood, South Carolina",Riddle Airlines,N9904F,New York - Miami,The cargo plane was carrying mail . An in-flight structural failure resulting from a violent pitch-down induced by the erratic action of nonconforming elevator tab controls.,2040,1955,30262,United States of America,Mechanical failure,cargo carrying mail structural failure violent pitch induced erratic action nonconforming elevator tab control,0.14125984522838042,-0.07084350823628753,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3?,26   (passengers:?  crew:?),"December 19, 1955",26   (passengers:?  crew:?),?,0,"Sao Paulo, Brazil",Cruzeiro Do Sud,?,Sao Paulo - Belem,Crashed on takeoff.,?,1955,?,,Unclear cause,takeoff,0.1658308087377984,-0.21323969556044017,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Lockheed 749C-79-12 Constellation,Lockheed 749C-79-12 ConstellationN112A,17   (passengers:12  crew:5),"December 21, 1955",17   (passengers:12  crew:5),642,0,"Jacksonville, Florida",Eastern Air Lines,N112A,Miami - Jacksonville - Boston,The plane crashed while on approach and during an attempted go-around.  The crew allowed the aircraft to deviate to the left of course and descent below the glide path for reasons unknown.  The crew encountered local fog and restricted visibility during the final approach of an ILS approach and missed approach procedure came too late to prevent the aircraft from descending into the ground.,0343,1955,2533,United States of America,Weather-related,attempted deviate course descent glide path reason unknown encountered local fog restricted visibility il missed prevent descending ground,0.14332627798433595,0.028626041861325054,12,Weather-related,Weather-related,12
